00000.sift,0
0,31
1,0
2,2
3,1
4,2
5,0
6,1
7,0
8,0
9,6
10,2
11,1
12,1
13,1
14,0
15,4
16,2
17,3
18,1
19,1
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,2
28,0
29,0
30,1
31,1
32,0
33,4
34,1
35,0
36,14
37,0
38,0
39,0
40,1
41,0
42,0
43,0
44,1
45,1
46,4
47,0
48,0
49,0
00001.sift,0
0,9
1,2
2,1
3,0
4,2
5,0
6,3
7,1
8,5
9,3
10,2
11,0
12,3
13,0
14,0
15,0
16,0
17,0
18,1
19,0
20,1
21,1
22,2
23,2
24,6
25,0
26,0
27,11
28,1
29,4
30,3
31,0
32,7
33,6
34,3
35,3
36,1
37,0
38,0
39,0
40,4
41,2
42,1
43,0
44,1
45,1
46,1
47,0
48,0
49,2
00002.sift,0
0,0
1,0
2,0
3,0
4,0
5,0
6,5
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,3
26,0
27,1
28,0
29,0
30,17
31,0
32,0
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,1
41,1
42,1
43,0
44,0
45,0
46,0
47,0
48,1
49,0
00003.sift,0
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,11
10,0
11,0
12,5
13,0
14,0
15,0
16,2
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,2
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,13
34,0
35,0
36,2
37,0
38,0
39,0
40,0
41,4
42,0
43,1
44,0
45,0
46,2
47,0
48,0
49,0
00004.sift,0
0,17
1,0
2,0
3,0
4,0
5,1
6,2
7,0
8,0
9,6
10,0
11,0
12,4
13,0
14,1
15,0
16,0
17,0
18,1
19,0
20,0
21,0
22,0
23,0
24,6
25,1
26,0
27,0
28,2
29,0
30,12
31,0
32,0
33,8
34,0
35,0
36,5
37,0
38,0
39,0
40,1
41,6
42,0
43,1
44,2
45,0
46,3
47,0
48,0
49,0
00005.sift,0
0,7
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,5
10,0
11,1
12,0
13,0
14,1
15,0
16,0
17,0
18,0
19,0
20,1
21,2
22,1
23,0
24,1
25,1
26,0
27,0
28,2
29,0
30,0
31,0
32,0
33,2
34,0
35,0
36,2
37,0
38,0
39,1
40,1
41,9
42,0
43,0
44,3
45,1
46,2
47,0
48,0
49,0
00006.sift,0
0,3
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,4
10,0
11,0
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,1
26,1
27,0
28,1
29,0
30,0
31,0
32,0
33,4
34,0
35,0
36,1
37,0
38,0
39,1
40,1
41,8
42,0
43,0
44,1
45,0
46,2
47,0
48,0
49,0
00007.sift,0
0,2
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,0
20,3
21,3
22,0
23,0
24,2
25,1
26,0
27,2
28,4
29,0
30,0
31,0
32,2
33,3
34,0
35,0
36,0
37,0
38,0
39,0
40,3
41,2
42,0
43,3
44,0
45,0
46,0
47,0
48,0
49,0
00008.sift,0
0,4
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,3
10,0
11,0
12,1
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,1
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,2
34,0
35,0
36,4
37,0
38,0
39,0
40,0
41,3
42,0
43,1
44,0
45,0
46,0
47,0
48,0
49,0
00009.sift,0
0,3
1,0
2,0
